"European Monetary Union","20121105 09:30:00","Sentix Investor Confidence",""," -20.000 "," -22.200 ","2"
"Canada","20121105 13:30:00","Building Permits (MoM)","","-2.200  %","7.900  %","1"
"Singapore","20121105 13:30:00","Purchasing Managers Index","",""," 48.700 ","1"
"Mexico","20121105 14:00:00","Consumer Confidence","",""," 94.000 ","1"
"Mexico","20121105 14:00:00","Consumer Confidence s.a","",""," 93.400 ","1"
"United States","20121105 15:00:00","ISM Non-Manufacturing PMI",""," 54.500 "," 55.100 ","3"
"New Zealand","20121105 21:45:00","Labour cost index (QoQ)","","0.500  %","0.500  %","1"
"New Zealand","20121105 21:45:00","Labour cost index (YoY)","","2.100  %","2.100  %","1"
"Qatar","20121105 22:00:00","Consumer Price Index","","","","1"
"country","date","name","actual","consensus","previous","volatility"
"Australia","20121106 00:30:00","House Price Index (QoQ)","","1.000  %","0.500  %","2"
"Australia","20121106 00:30:00","House Price Index (YoY)","","0.800  %","-2.100  %","2"
"United States","20121106 01:00:00","FOMC Member Williams speech","","","","2"
"Australia","20121106 03:30:00","RBA Interest Rate Decision","","3.000  %","3.250  %","2"
"Australia","20121106 03:30:00","RBA Rate Statement","","","","2"
"Japan","20121106 05:00:00","Leading Economic Index",""," 91.800 "," 93.200 ","2"
"Switzerland","20121106 06:45:00","SECO Consumer Climate (3m)",""," -22.000 "," -17.000 ","2"
"Germany","20121106 08:53:00","Markit Services PMI",""," 49.300 "," 49.700 ","2"
"European Monetary Union","20121106 08:58:00","Markit Services PMI",""," 46.200 "," 46.100 ","2"
"European Monetary Union","20121106 08:58:00","Markit PMI Composite",""," 45.800 "," 46.100 ","2"
"United Kingdom","20121106 09:30:00","Industrial Production (YoY)","","-1.600  %","-1.200  %","2"
"United Kingdom","20121106 09:30:00","Manufacturing Production (YoY)","","-0.800  %","-1.200  %","2"
"United Kingdom","20121106 10:00:00","10-y Bond Auction","","","1.765  %","2"
"European Monetary Union","20121106 10:00:00","Producer Price Index (YoY)","","2.600  %","2.700  %","2"
"European Monetary Union","20121106 10:00:00","Producer Price Index (MoM)","","0.200  %","0.900  %","2"
"Germany","20121106 11:00:00","Factory Orders n.s.a. (YoY)","","","-4.800  %","2"
"United States","20121106 13:55:00","Redbook index (YoY)","","","1.800  %","1"
"United States","20121106 13:55:00","Redbook index (MoM)","","","-1.600  %","1"
"Canada","20121106 15:00:00","Ivey Purchasing Managers Index","",""," 68.500 ","2"
"Canada","20121106 15:00:00","Ivey Purchasing Managers Index s.a",""," 58.200 "," 60.400 ","1"
"United Kingdom","20121106 15:00:00","NIESR GDP Estimate (3M)","","","0.800  %","2"
"New Zealand","20121106 20:00:00","RBNZ Financial Stability Report","","","","2"
"Australia","20121106 22:30:00","AiG Performance of Construction Index","",""," 30.900 ","2"
"Japan","20121106 23:50:00","JP Foreign Reserves","",""," 1,277.000 ","1"
"country","date","name","actual","consensus","previous","volatility"
"Switzerland","20121107 08:15:00","Consumer Price Index (MoM)","","0.300  %","0.300  %","2"
"Switzerland","20121107 08:15:00","Consumer Price Index (YoY)","","-0.100  %","-0.400  %","2"
"European Monetary Union","20121107 10:00:00","Retail Sales (YoY)","","-1.000  %","-1.300  %","2"
"Germany","20121107 11:00:00","Industrial Production s.a. w.d.a. (YoY)","","","0.800  %","2"
"Greece","20121107 11:30:00","Greek Gov Debt Crisis Vote","","","","2"
"United States","20121107 12:00:00","MBA Mortgage Applications","","","-4.800  %","1"
"Poland","20121107 13:00:00","Central Bank FX Reserves","","","€ 82.500 ","1"
"Chile","20121107 13:30:00","Trade Balance","","","","1"
"Hungary","20121107 15:00:00","Budget Balance","",""," -122.000 ","1"
"United States","20121107 15:30:00","EIA Crude Oil Stocks change","",""," -2.000 ","1"
"United States","20121107 18:00:00","10-Year Note Auction","","","1.700  %","2"
"United States","20121107 20:00:00","Consumer Credit Change","","$ 10.050 ","$ 18.120 ","2"
"New Zealand","20121107 21:45:00","Unemployment Rate","","6.700  %","6.800  %","2"
"New Zealand","20121107 21:45:00","Employment Change","","0.300  %","-0.100  %","2"
"Japan","20121107 23:50:00","Bank lending (YoY)","","","1.000  %","1"
"Japan","20121107 23:50:00","Foreign bond investment","","","¥ 251.800 ","1"
"Japan","20121107 23:50:00","Foreign investment in Japan stocks","","","¥ -15.400 ","1"
"Japan","20121107 23:50:00","Machinery Orders (MoM)","","-1.800  %","-3.300  %","2"
"Japan","20121107 23:50:00","Machinery Orders (YoY)","","-4.900  %","-6.100  %","2"
"Japan","20121107 23:50:00","Trade Balance - BOP Basis","","¥ -416.900 ","¥ -644.500 ","2"
"Japan","20121107 23:50:00","Current Account n.s.a.","","¥ 774.500 ","¥ 454.700 ","1"
"country","date","name","actual","consensus","previous","volatility"
"Australia","20121108 00:30:00","Employment Change s.a.","",""," 14.500 ","2"
"Australia","20121108 00:30:00","Unemployment Rate s.a.","","5.500  %","5.400  %","2"
"Japan","20121108 05:00:00","Eco Watchers Survey: Outlook","",""," 43.500 ","2"
"Japan","20121108 05:00:00","Eco Watchers Survey: Current",""," 40.500 "," 41.200 ","2"
"Switzerland","20121108 06:45:00","Unemployment Rate n.s.a (MoM)","","2.900  %","2.800  %","2"
"Germany","20121108 07:00:00","Trade Balance s.a.","","€ 16.800 ","€ 18.300 ","2"
"United Kingdom","20121108 12:00:00","BoE Interest Rate Decision","","0.500  %","0.500  %","3"
"United Kingdom","20121108 12:00:00","BoE Asset Purchase Facility","","£ 375.000 ","£ 375.000 ","3"
"United Kingdom","20121108 12:00:00","BoE Monetary Policy Statement","","","","3"
"European Monetary Union","20121108 12:45:00","ECB Interest Rate Decision","","0.750  %","0.750  %","3"
"Canada","20121108 13:15:00","Housing Starts s.a (YoY)",""," 211.500 "," 220.215 ","2"
"European Monetary Union","20121108 13:30:00","ECB Monetary policy statement and press conference","","","","3"
"United States","20121108 13:30:00","Initial Jobless Claims",""," 370.000 "," 363.000 ","1"
"United States","20121108 13:30:00","Continuing Jobless Claims",""," 3.253 "," 3.263 ","1"
"Canada","20121108 13:30:00","International Merchandise Trade","","$ -1.500 ","$ -1.320 ","1"
"Canada","20121108 13:30:00","New Housing Price Index (YoY)","","2.300  %","2.400  %","2"
"Canada","20121108 13:30:00","New Housing Price Index (MoM)","","0.200  %","0.200  %","1"
"United States","20121108 13:30:00","Trade Balance","","$ -45.000 ","$ -44.220 ","2"
"Mexico","20121108 14:00:00","12-Month Inflation","","","4.770  %","1"
"Mexico","20121108 14:00:00","Core Inflation","","","0.180  %","1"
"Mexico","20121108 14:00:00","Headline Inflation","","","0.440  %","1"
"United States","20121108 15:30:00","EIA Natural Gas Storage change","",""," 65.000 ","1"
"Turkey","20121108 15:30:00","Treasury Cash Balance","",""," -7.040 ","1"
"United States","20121108 18:00:00","30-Year Bond Auction","","","2.904  %","1"
"Canada","20121108 18:10:00","BoC Governor Mark Carney Speech","","","","2"
"Argentina","20121108 21:00:00","Primary Budget Balance (MoM)","",""," 529.000 ","1"
"New Zealand","20121108 21:45:00","Electronic Card Retail Sales (YoY)","","3.600  %","4.100  %","2"
"New Zealand","20121108 21:45:00","Electronic Card Retail Sales  (MoM)","","0.400  %","-0.600  %","2"
"Austria","20121108 23:00:00","Trade Balance","","","€ -799.300 ","1"
"Japan","20121108 23:50:00","Money Supply M2+CD (YoY)","","2.400  %","2.400  %","1"
"country","date","name","actual","consensus","previous","volatility"
"Australia","20121109 00:30:00","RBA Monetary Policy Statement","","","","2"
"China","20121109 01:30:00","Consumer Price Index (YoY)","","1.900  %","1.900  %","2"
"China","20121109 01:30:00","Consumer Price Index (MoM)","","0.100  %","0.300  %","2"
"China","20121109 01:30:00","Producer Price Index (YoY)","","-2.700  %","-3.600  %","2"
"Japan","20121109 05:00:00","Consumer Confidence Index","",""," 40.100 ","2"
"China","20121109 05:30:00","Industrial Production (YoY)","","9.400  %","9.200  %","2"
"China","20121109 05:30:00","Retail Sales (YoY)","","14.000  %","14.200  %","2"
"Germany","20121109 07:00:00","Consumer Price Index (YoY)","","2.000  %","2.000  %","2"
"Germany","20121109 07:00:00","Consumer Price Index (MoM)","","0.000  %","0.000  %","2"
"Germany","20121109 07:00:00","Harmonised Index of Consumer Prices (MoM)","","0.100  %","0.000  %","2"
"Germany","20121109 07:00:00","Harmonised Index of Consumer Prices (YoY)","","2.100  %","2.100  %","2"
"United Kingdom","20121109 09:30:00","Total Trade Balance","","","£ -4.169 ","2"
"United Kingdom","20121109 09:30:00","Goods Trade Balance","","£ -8.900 ","£ -9.844 ","2"
"United States","20121109 12:30:00","Export Price Index (YoY)","","","-0.500  %","1"
"United States","20121109 13:30:00","Import Price Index (YoY)","","","-0.600  %","1"
"United States","20121109 13:30:00","Export Price Index (MoM)","","0.200  %","0.800  %","1"
"United States","20121109 13:30:00","Import Price Index (MoM)","","0.000  %","1.100  %","1"
"United States","20121109 14:55:00","Reuters/Michigan Consumer Sentiment Index",""," 83.000 "," 82.600 ","2"
"United States","20121109 15:00:00","Wholesale Inventories","","0.400  %","0.500  %","1"
"country","date","name","actual","consensus","previous","volatility"
"China","20121110 01:00:00","Trade Balance",""," 26.850 "," 27.700 ","2"
"country","date","name","actual","consensus","previous","volatility"
"Japan","20121111 23:50:00","Domestic Corporate Goods Price Index (MoM)","","-0.200  %","0.300  %","1"
"Japan","20121111 23:50:00","Domestic Corporate Goods Price Index (YoY)","","-0.800  %","-1.400  %","1"
"Japan","20121111 23:50:00","Gross Domestic Product (QoQ)","","-0.900  %","0.200  %","2"
"Japan","20121111 23:50:00","Gross Domestic Product Annualized","","-3.400  %","0.700  %","2"
"Japan","20121111 23:50:00","Tertiary Industry Index (MoM)","","0.000  %","0.400  %","2"
"country","date","name","actual","consensus","previous","volatility"
"Australia","20121112 00:30:00","Home Loans","","1.000  %","1.800  %","2"
"Japan","20121112 02:30:00","BoJ's Governor Shirakawa Speech","","","","2"
"Japan","20121112 06:00:00","Machine Tool Orders (YoY)","","","-2.800  %","2"
"Germany","20121112 07:00:00","Wholesale Price Index (YoY)","","4.900  %","4.200  %","2"
"European Monetary Union","20121112 11:00:00","Eurogrup meeting","","","","2"
"Poland","20121112 13:00:00","Current Account","","","€ -633.000 ","1"
"Mexico","20121112 14:00:00","Industrial Output (MoM)","","","-0.800  %","1"
"Mexico","20121112 14:00:00","Industrial Output (YoY)","","","3.600  %","1"
"New Zealand","20121112 21:45:00","Food Price Index (MoM)","","","-0.900  %","1"
"country","date","name","actual","consensus","previous","volatility"
"United Kingdom","20121113 00:01:00","RICS Housing Price Balance","","-15.000  %","-15.000  %","2"
"Japan","20121113 04:30:00","Industrial Production (YoY)","","","-4.600  %","2"
"Japan","20121113 04:30:00","Industrial Production (MoM)","","","-1.600  %","2"
"Italy","20121113 09:00:00","Consumer Price Index (YoY)","","2.600  %","3.200  %","2"
"Italy","20121113 09:00:00","Consumer Price Index (EU Norm) (MoM)","","0.300  %","2.100  %","2"
"Italy","20121113 09:00:00","Consumer Price Index (EU Norm) (YoY)","","2.800  %","3.400  %","2"
"Italy","20121113 09:00:00","Consumer Price Index (MoM)","","0.000  %","0.000  %","2"
"United Kingdom","20121113 09:30:00","Core Consumer Price Index (YoY)","","","2.100  %","2"
"European Monetary Union","20121113 09:30:00","Core Consumer Price Index (YoY)","","","2.100  %","2"
"United Kingdom","20121113 09:30:00","Consumer Price Index (MoM)","","0.200  %","0.400  %","2"
"European Monetary Union","20121113 09:30:00","Consumer Price Index (MoM)","","0.200  %","0.400  %","2"
"United Kingdom","20121113 09:30:00","Consumer Price Index (YoY)","","2.300  %","2.200  %","2"
"European Monetary Union","20121113 09:30:00","Consumer Price Index (YoY)","","2.300  %","2.200  %","2"
"United Kingdom","20121113 09:30:00","Producer Price Index - Input (YoY) n.s.a","","","-1.200  %","2"
"United Kingdom","20121113 09:30:00","PPI Core Output (YoY) n.s.a ","","","1.200  %","2"
"United Kingdom","20121113 09:30:00","Producer Price Index - Input (MoM) n.s.a","","","-0.200  %","2"
"United Kingdom","20121113 09:30:00","Producer Price Index - Output (MoM) n.s.a","","","0.500  %","2"
"United Kingdom","20121113 09:30:00","Producer Price Index - Output (YoY) n.s.a","","","2.500  %","2"
"Germany","20121113 10:00:00","ZEW Survey - Economic Sentiment",""," -7.000 "," -11.500 ","2"
"Germany","20121113 10:00:00","ZEW Survey - Current Situation",""," 5.800 "," 10.000 ","2"
"European Monetary Union","20121113 10:00:00","ZEW Survey - Economic Sentiment","",""," -1.400 ","2"
"United Kingdom","20121113 12:00:00","BOE Inflation Letter","","","","3"
"United States","20121113 12:30:00","NFIB Business Optimism Index","",""," 92.800 ","1"
"United States","20121113 13:55:00","Redbook index (YoY)","","","0.800  %","1"
"United States","20121113 13:55:00","Redbook index (MoM)","","","-0.600  %","1"
"United States","20121113 15:00:00","IBD/TIPP Economic Optimism (MoM)","",""," 54.000 ","1"
"United States","20121113 19:00:00","Monthly Budget Statement","",""," 75.000 ","2"
"New Zealand","20121113 21:45:00","Retail Sales (QoQ)","","0.500  %","1.300  %","2"
"New Zealand","20121113 21:45:00","Retail Sales ex Autos (QoQ)","","0.600  %","0.900  %","2"
"Korea Republic of","20121113 23:00:00","Unemployment Rate","","","3.100  %","1"
"Australia","20121113 23:30:00","Westpac Consumer Confidence","","","1.000  %","2"
"country","date","name","actual","consensus","previous","volatility"
"United Kingdom","20121114 09:30:00","ILO Unemployment Rate (3M)","","7.900  %","7.900  %","2"
"European Monetary Union","20121114 09:30:00","ILO Unemployment Rate (3M)","","7.900  %","7.900  %","2"
"United Kingdom","20121114 09:30:00","Average Earnings excluding Bonus (3Mo/Yr)","","2.000  %","2.000  %","2"
"United Kingdom","20121114 09:30:00","Average Earnings including Bonus (3Mo/Yr)","","1.900  %","1.700  %","2"
"United Kingdom","20121114 09:30:00","Claimant Count Change",""," 0.000 "," -4.000 ","2"
"European Monetary Union","20121114 09:30:00","Claimant Count Change",""," 0.000 "," -4.000 ","2"
"United Kingdom","20121114 09:30:00","Claimant Count Rate","","","4.800  %","2"
"Italy","20121114 10:00:00","10-y Bond Auction ","","","4.920  %","2"
"European Monetary Union","20121114 10:00:00","Industrial Production w.d.a. (YoY)","","-2.300  %","-2.900  %","2"
"Switzerland","20121114 10:00:00","ZEW Survey - Expectations","",""," -28.900 ","2"
"United Kingdom","20121114 10:30:00","Bank of England Quarterly Inflation Report","","","","2"
"European Monetary Union","20121114 10:30:00","Bank of England Quarterly Inflation Report","","","","2"
"United Kingdom","20121114 10:30:00","BoE's Governor King Speech","","","","2"
"European Monetary Union","20121114 10:30:00","BoE's Governor King Speech","","","","2"
"United States","20121114 12:00:00","MBA Mortgage Applications","","","-5.000  %","1"
"Poland","20121114 13:00:00","Consumer Price Index (MoM)","","","0.100  %","1"
"Poland","20121114 13:00:00","Consumer Price Index (YoY)","","","3.800  %","1"
"Poland","20121114 13:00:00","M3 Money Supply (YoY)","","","7.600  %","1"
"United States","20121114 13:30:00","Producer Price Index ex Food & Energy (YoY)","","2.500  %","2.300  %","2"
"United States","20121114 13:30:00","Producer Price Index (MoM)","","0.200  %","1.100  %","1"
"United States","20121114 13:30:00","Producer Price Index (YoY)","","2.600  %","2.100  %","1"
"United States","20121114 13:30:00","Producer Price Index ex Food & Energy (MoM)","","0.100  %","0.000  %","2"
"United States","20121114 13:30:00","Retail Sales (MoM)","","-0.200  %","1.100  %","2"
"United States","20121114 13:30:00","Retail Sales ex Autos (MoM)","","0.200  %","1.100  %","2"
"United States","20121114 15:00:00","Business Inventories","","0.500  %","0.600  %","1"
"United States","20121114 19:00:00","FOMC Minutes","","","","3"
"Korea Republic of","20121114 21:00:00","Export Price Growth (YoY)","","","-1.900  %","1"
"Korea Republic of","20121114 21:00:00","Import Price Growth (YoY)","","","-2.400  %","1"
"New Zealand","20121114 21:30:00","Business NZ PMI","",""," 48.200 ","2"
"Japan","20121114 23:50:00","Foreign bond investment","","","¥ 56.000 ","1"
"Japan","20121114 23:50:00","Foreign investment in Japan stocks","","","¥ -27.700 ","1"
"country","date","name","actual","consensus","previous","volatility"
"United States","20121115 00:00:00","Fed's Bernanke Speech","","","","2"
"United States","20121115 01:45:00","FOMC Member Williams speech","","","","2"
"France","20121115 06:30:00","Gross Domestic Product (YoY)","","","0.300  %","2"
"Germany","20121115 07:00:00","Gross Domestic Product s.a (QoQ)","","0.200  %","0.300  %","2"
"Germany","20121115 07:00:00","Gross Domestic Product n.s.a (YoY)","","0.800  %","0.500  %","2"
"Germany","20121115 07:00:00","Gross Domestic Product w.d.a (YoY)","","","1.000  %","2"
"European Monetary Union","20121115 09:00:00","ECB Monthly Report","","","","2"
"Italy","20121115 09:00:00","Gross Domestic Product (QoQ)","","-0.500  %","-0.800  %","2"
"Italy","20121115 09:00:00","Gross Domestic Product (YoY)","","-2.900  %","-2.600  %","2"
"European Monetary Union","20121115 10:00:00","Consumer Price Index - Core (YoY)","","","1.500  %","2"
"European Monetary Union","20121115 10:00:00","Consumer Price Index (MoM)","","0.200  %","0.700  %","2"
"European Monetary Union","20121115 10:00:00","Consumer Price Index (YoY)","","2.500  %","2.600  %","2"
"European Monetary Union","20121115 10:00:00","Gross Domestic Product s.a. (QoQ)","","-0.200  %","-0.200  %","2"
"European Monetary Union","20121115 10:00:00","Gross Domestic Product s.a. (YoY)","","-0.700  %","0.700  %","2"
"United States","20121115 13:30:00","Consumer Price Index (MoM)","","0.100  %","0.600  %","2"
"United States","20121115 13:30:00","Consumer Price Index (YoY)","","2.100  %","2.000  %","2"
"United States","20121115 13:30:00","Consumer Price Index Core s.a","",""," 230.580 ","2"
"United States","20121115 13:30:00","Consumer Price Index Ex Food & Energy (MoM)","","0.100  %","0.100  %","2"
"United States","20121115 13:30:00","Consumer Price Index Ex Food & Energy (YoY)","","2.000  %","2.000  %","3"
"United States","20121115 13:30:00","Consumer Price Index n.s.a (MoM)",""," 231.330 "," 231.410 ","2"
"United States","20121115 13:30:00","Initial Jobless Claims",""," 375.000 "," 355.000 ","2"
"United States","20121115 13:30:00","Continuing Jobless Claims",""," 3.210 "," 3.127 ","1"
"Canada","20121115 13:30:00","Manufacturing Shipments (MoM)","","","1.500  %","1"
"United States","20121115 13:30:00","NY Empire State Manufacturing Index",""," -6.700 "," -6.160 ","1"
"United States","20121115 14:00:00","Fed's Lacker speech","","","","1"
"Peru","20121115 15:00:00","Gross Domestic Product","","","","1"
"United States","20121115 15:00:00","Philadelphia Fed Manufacturing Survey","",""," 5.700 ","2"
"Canada","20121115 15:30:00","BoC Review","","","","2"
"United States","20121115 15:30:00","EIA Natural Gas Storage change","",""," 21.000 ","2"
"United States","20121115 16:00:00","EIA Crude Oil Stocks change",""," 1.600 "," 1.766 ","2"
"United States","20121115 19:45:00","Fed's Fisher's speech","","","","1"
"United States","20121115 21:45:00","Philadelphia Fed's Plosser speech","","","","1"
"United States","20121115 23:30:00","Fed's William Dudley speech","","","","1"
"country","date","name","actual","consensus","previous","volatility"
"Switzerland","20121116 07:30:00","SNB Chairman Jordan Speech","","","","2"
"Germany","20121116 10:30:00","German Buba President Weidmann speech","","","","2"
"Canada","20121116 13:30:00","Foreign portfolio investment in Canadian securities","","","$ 6.900 ","1"
"Canada","20121116 13:30:00","Canadian portfolio investment in foreign securities","","","$ 1.690 ","1"
"Mexico","20121116 14:00:00","Gross Domestic Product (QoQ)","","","","1"
"Mexico","20121116 14:00:00","Gross Domestic Product (YoY)","","","4.100  %","1"
"United States","20121116 14:00:00","Net Long-Term TIC Flows","","$ 75.000 ","$ 90.000 ","2"
"United States","20121116 14:00:00","Total Net TIC Flows","","","$ 91.400 ","1"
"United States","20121116 14:15:00","Industrial Production (MoM)","","0.200  %","0.400  %","2"
"United States","20121116 14:15:00","Capacity Utilization","","78.300  %","78.300  %","1"
"Colombia","20121116 18:00:00","Trade Balance","","","","1"
"Argentina","20121116 19:00:00","Monthly Econ Activity (MoM)","","","1.400  %","1"
"United States","20121116 20:45:00","Fed's Lockhart speech","","","","1"
"country","date","name","actual","consensus","previous","volatility"
"country","date","name","actual","consensus","previous","volatility"
"New Zealand","20121118 21:45:00","Producer Price Index - Output (QoQ)","","0.200  %","0.300  %","1"
"New Zealand","20121118 21:45:00","Producer Price Index - Input (QoQ)","","0.300  %","0.600  %","1"
"country","date","name","actual","consensus","previous","volatility"
"Japan","20121119 00:00:00","BoJ Monetary Policy Meeting Minutes","","","","2"
"United Kingdom","20121119 00:01:00","Rightmove House Price Index (YoY)","2.000  %","","1.500  %","2"
"Japan","20121119 05:00:00","Leading Economic Index","",""," 93.200 ","2"
"Japan","20121119 06:00:00","Machine Tool Orders (YoY)","","","-2.800  %","2"
"Germany","20121119 08:30:00","German Buba President Weidmann speech","","","","2"
"Poland","20121119 13:00:00","Corporate Sector Wages","","","1.600  %","1"
"United States","20121119 15:00:00","Existing Home Sales Change","","0.000  %","-1.700  %","2"
"United States","20121119 15:00:00","Existing Home Sales (MoM)",""," 4.760 "," 4.750 ","1"
"United States","20121119 15:00:00","NAHB Housing Market Index",""," 41.000 "," 41.000 ","1"
"Argentina","20121119 19:00:00","Unemployment Rate (QoQ)","",""," 7.200 ","1"
"Argentina","20121119 21:00:00","Primary Budget Balance (MoM)","",""," 535.000 ","1"
"Australia","20121119 23:00:00","Conference Board Australia Leading Index","","","-0.800  %","2"
"country","date","name","actual","consensus","previous","volatility"
"Japan","20121120 00:00:00","BoJ Interest Rate Decision","","0.100  %","0.100  %","2"
"Australia","20121120 00:30:00","RBA Meeting's Minutes","","","","2"
"Japan","20121120 01:00:00","BoJ Monetary Policy Statement and press conference","","","","2"
"Japan","20121120 04:30:00","All Industry Activity Index (MoM)","","-0.400  %","0.100  %","2"
"Germany","20121120 07:00:00","Producer Price Index (YoY)","","1.700  %","1.700  %","2"
"Germany","20121120 07:00:00","Producer Price Index (MoM)","","0.100  %","0.300  %","2"
"Australia","20121120 07:00:00","RBA's Governor Glenn Stevens Speech","","","","2"
"Switzerland","20121120 07:00:00","Trade Balance",""," 2.344 "," 2.015 ","2"
"European Monetary Union","20121120 10:00:00","EcoFin Meeting","","","","2"
"Turkey","20121120 12:00:00","TCMB Interest Rate Decision","","","5.750  %","1"
"Poland","20121120 13:00:00","Industrial Output (YoY)","","","-5.200  %","1"
"Poland","20121120 13:00:00","Producer Price Index (YoY)","","","1.800  %","1"
"United States","20121120 13:30:00","Building Permits (MoM)","",""," 0.894 ","2"
"United States","20121120 13:30:00","Housing Starts (MoM)",""," 0.840 "," 0.872 ","2"
"Canada","20121120 13:30:00","Wholesale Sales (MoM)","","0.500  %","0.500  %","1"
"United States","20121120 13:55:00","Redbook index (YoY)","","","1.600  %","1"
"United States","20121120 13:55:00","Redbook index (MoM)","","","-0.200  %","1"
"Belgium","20121120 14:00:00","Consumer Confidence Index","",""," -17.000 ","1"
"United States","20121120 14:00:00","Fed's Lacker speech","","","","1"
"United States","20121120 17:15:00","Fed's Bernanke Speech","","","","2"
"Colombia","20121120 19:00:00","Industrial ouput (YoY)","","","","1"
"Colombia","20121120 19:00:00","Retail Sales (YoY)","","","","1"
"Australia","20121120 23:30:00","Westpac Leading Index (MoM)","","","0.500  %","1"
"Japan","20121120 23:50:00","Merchandise Trade Balance Total","","¥ -360.000 ","¥ -558.600 ","2"
"Japan","20121120 23:50:00","Adjusted Merchandise Trade Balance","","","¥ -980.274 ","1"
"Japan","20121120 23:50:00","Exports (YoY)","","-4.900  %","-10.300  %","1"
"Japan","20121120 23:50:00","Imports (YoY)","","-3.200  %","4.100  %","1"
"country","date","name","actual","consensus","previous","volatility"
"Japan","20121121 05:00:00","Bank of Japan Monthly Economic Survey","","","","2"
"Switzerland","20121121 07:00:00","Monthly Statistical Bulletin","","","","2"
"United Kingdom","20121121 09:30:00","Bank of England Minutes","","","","2"
"European Monetary Union","20121121 09:30:00","Bank of England Minutes","","","","2"
"United Kingdom","20121121 09:30:00","Public Sector Net Borrowing","","£ 4.000 ","£ 10.732 ","2"
"Germany","20121121 10:00:00","10-y Bond Auction","","","1.560  %","2"
"United States","20121121 12:00:00","MBA Mortgage Applications","","","12.600  %","1"
"Poland","20121121 13:00:00","Net Inflation","","","1.900  %","1"
"Hungary","20121121 13:00:00","MNB Interest Rate Decision","","","6.250  %","1"
"United States","20121121 13:30:00","Initial Jobless Claims",""," 410.000 "," 439.000 ","2"
"United States","20121121 13:30:00","Continuing Jobless Claims",""," 3.345 "," 3.334 ","1"
"United States","20121121 13:58:00","Markit Manufacturing PMI",""," 51.000 "," 51.000 ","2"
"Mexico","20121121 14:00:00","Retail Sales (MoM)","","","1.100  %","1"
"Mexico","20121121 14:00:00","Retail Sales (YoY)","","","4.800  %","1"
"United States","20121121 14:55:00","Reuters/Michigan Consumer Sentiment Index",""," 84.500 "," 82.600 ","3"
"United States","20121121 15:00:00","Leading Indicator (MoM)","","0.200  %","0.600  %","2"
"United States","20121121 15:30:00","EIA Crude Oil Stocks change",""," 1.000 "," 1.089 ","1"
"Canada","20121121 16:35:00","BoC Gov Council Member Lane Speech","","","","1"
"United States","20121121 17:00:00","EIA Natural Gas Storage change","",""," -18.000 ","1"
"Switzerland","20121121 17:00:00","SNB Gov Board Member Zurbrugg Speech","","","","1"
"Argentina","20121121 19:00:00","Industrial Output n.s.a (YoY)","","","-0.900  %","1"
"New Zealand","20121121 21:45:00","Visitor Arrivals (YoY)","","","-3.300  %","1"
"Japan","20121121 23:50:00","Foreign bond investment","","","¥ 56.000 ","1"
"Japan","20121121 23:50:00","Foreign investment in Japan stocks","","","¥ -27.700 ","1"
"country","date","name","actual","consensus","previous","volatility"
"China","20121122 01:45:00","HSBC Manufacturing PMI","",""," 49.500 ","2"
"Germany","20121122 08:28:00","Markit Manufacturing PMI",""," 46.000 "," 46.000 ","2"
"Germany","20121122 08:28:00","Markit Services PMI",""," 48.400 "," 48.400 ","2"
"European Monetary Union","20121122 08:58:00","Markit Manufacturing PMI",""," 45.500 "," 45.400 ","2"
"European Monetary Union","20121122 08:58:00","Markit PMI Composite",""," 45.800 "," 45.700 ","2"
"European Monetary Union","20121122 08:58:00","Markit Services PMI",""," 46.000 "," 46.000 ","2"
"Brazil","20121122 12:30:00","Current Account","","","$ -2.596 ","1"
"South Africa","20121122 13:00:00","SARB Interest Rate Decision","","","5.000  %","1"
"Canada","20121122 13:30:00","Retail Sales (MoM)","","0.500  %","0.300  %","2"
"Canada","20121122 13:30:00","Retail Sales ex Autos (MoM)","","0.500  %","0.400  %","1"
"Mexico","20121122 14:00:00","1st half-month Core Inflation","","","0.170  %","1"
"Mexico","20121122 14:00:00","1st half-month Inflation","","","0.450  %","1"
"European Monetary Union","20121122 15:00:00","Consumer Confidence",""," -25.700 "," -25.700 ","2"
"Argentina","20121122 19:00:00","Trade Balance (MoM)","","","$ 911.000 ","1"
"United Kingdom","20121122 20:00:00","MPC Member Weale Speech","","","","1"
"Argentina","20121122 21:00:00","Primary Budget Balance (MoM)","",""," 535.000 ","1"
"country","date","name","actual","consensus","previous","volatility"
"Germany","20121123 07:00:00","Gross Domestic Product s.a (QoQ)","","0.200  %","0.300  %","2"
"Germany","20121123 07:00:00","Gross Domestic Product n.s.a (YoY)","","","0.500  %","2"
"Germany","20121123 07:00:00","Gross Domestic Product w.d.a (YoY)","","","1.000  %","2"
"Germany","20121123 09:00:00","IFO - Business Climate",""," 99.500 "," 100.000 ","2"
"Germany","20121123 09:00:00","IFO - Current Assessment",""," 106.300 "," 107.300 ","2"
"Germany","20121123 09:00:00","IFO - Expectations",""," 93.200 "," 93.200 ","2"
"United Kingdom","20121123 09:30:00","BBA Mortgage Approvals",""," 32.300 "," 31.200 ","2"
"Canada","20121123 13:30:00","Consumer Price Index (YoY)","","1.100  %","1.200  %","3"
"Canada","20121123 13:30:00","Bank of Canada Consumer Price Index Core (MoM)","","0.200  %","0.200  %","1"
